protein-IDs,length
4ZJH,208
3KE7,268
1MJN,179
1R7J,95
3UF6,582
3KXP,3768
4Q88,718
4WFZ,462
3U6G,252
3ZTV,579
4A0E,246
4MQW,1722
3ZF3,204
4J32,275
4BWO,302
3SEE,222
2GUM,1884
4TWK,566
4LP8,301
5BZ3,385
5DSG,844
2GYQ,346
2CVI,166
4XUV,746
2JBW,1544
1GVF,572
1EWF,456
4LGJ,271
4CVR,159
2ENG,210
4G79,142
1XTE,154
1W07,1318
2V66,444
3UXJ,1160
5C79,300
4LOA,346
3A0M,162
1AOH,294
3FD5,788
2J1D,483
3FAJ,151
3F4S,226
4CWC,562
2NX4,776
3JWG,219
3VYC,1033
4P79,198
3GD0,367
4GGT,230
4JQ5,1032
4Y68,1248
2PYG,754
2Y8N,1966
1N12,298
3COV,602
3UAU,758
3IXL,240
3PAS,780
4MT7,485
4J6E,283
3V1A,48
2WUX,245
3UPU,1377
1DQG,135
3WG3,356
4PTZ,764
3D01,1980
1QI9,1112
4LSD,792
5A34,1660
1DQP,460
2AXO,270
4WWH,724
3N6Z,363
1W5R,556
3GQV,371
2W1R,123
3M2P,1866
2P8T,200
2Y2M,494
4E5V,562
3HZP,131
3LY1,1416
2X78,600
2RKK,336
2VQP,257
3VE5,388
2QGU,211
2DKO,255
2D4Z,500
1BVO,175
1WLJ,189
3B21,220
4H22,412
4EXR,174
5D6S,1995
1MC2,122
1LKK,110
3EGE,261
3LX3,180
2HXT,441
3D0J,140
1QYN,612
3BSU,318
2PHN,508
4OZW,335
3H2G,397
4HRV,334
3CAN,182
3OBW,364
3HSH,336
2H4O,304
3FDJ,278
3CMN,372
4.00E+74,117
3GD7,1560
1KZF,230
3ZGH,205
2PH7,492
1RH6,110
4WD9,2012
2QSX,436
2OPE,512
3S0X,474
4E3X,1126
4TKX,452
4P09,184
3BJO,103
4W6A,472
1S5J,847
1M2D,220
5BTO,806
3K3F,340
4IQN,675
1ZGK,308
5FLY,564
4NT1,828
4H8E,256
4YNV,624
1N7V,555
3BDV,382
4MLK,194
4KNF,1305
2Q4M,217
3F8T,506
3ADY,148
2HQ4,322
3R90,2256
3FIJ,2032
3LJN,364
4XBZ,2672
3NPD,118
4HST,772
1WV3,238
4INZ,608
2CAR,392
1WU9,160
2FHZ,217
2OL5,404
2FEF,882
3LHC,100
2HMA,376
4X9Y,496
3KOM,1326
1TVF,738
3KZG,948
5DIR,752
3H79,127
1I8A,189
4D0P,387
4E2G,1008
2B69,343
2AVN,520
1H97,294
3UP3,257
1OR4,356
5NUL,138
4DND,130
1UI0,205
2GTI,370
3UJC,266
4JP0,385
4L6U,658
3BC9,599
4K22,730
4CJD,208
3ON5,724
5FOT,237
5DEQ,456
4FEK,524
5AWW,579
4MBO,340
5BRH,762
1T0I,382
3OT1,416
5BOV,1216
5HWV,260
3FVV,464
3GZB,1232
2IP1,432
3A9S,1785
1KHX,227
4KXV,637
4OK4,1472
3FSS,237
1VCH,875
5H87,976
4A3P,217
3LSN,304
2QVW,3024
2C5A,758
4C2L,388
4IHZ,330
1THT,610
4GQZ,644
3PF2,319
2E1V,908
4N74,314
4Z0Y,1460
4R7S,257
4F7O,514
4Y88,108
4D8M,587
4G1O,728
3W7T,1520
2ODV,235
3F95,386
3DA5,256
2R3S,670
4R3N,732
1HQJ,180
3ACH,203
4M9S,2228
1EI7,316
3LL7,410
5A2F,583
3K2N,354
4L7G,409
1XKS,450
2SCP,348
4XVX,778
3LHQ,440
5E0I,942
3MD1,166
2DQL,230
4I79,807
2Z16,330
3LN7,1514
1JHG,101
4FQE,222
2WOL,562
1WUB,178
2Y8D,306
4A64,1416
4PG3,2028
3O12,221
3NYT,367
3T6S,714
2QV3,457
4RU5,1815
3FWZ,280
2IMS,171
3QZX,195
4GFB,272
3B5M,820
1OFL,481
3JUM,370
2OKX,1912
4HS1,85
3UAN,538
3DNP,290
2QWU,422
2X32,358
4UXE,1230
2QR4,1174
1INL,1184
2EYU,522
1W9Z,849
3KPH,434
3SHO,748
1RJD,1002
4LUN,316
2VXB,482
3IE4,214
2R85,668
2V7K,361
4IP8,420
1D2N,272
3VR0,1132
3FDQ,340
2QMC,1130
3NQO,378
4M4X,374
4QXZ,332
4Z47,204
3HXL,446
4DVK,330
4G8T,1856
1UXO,192
2FQX,318
3WAZ,440
3FBU,336
3R6U,284
4ME2,257
4EE6,608
3IUW,166
2ETB,256
3DF8,111
2FTR,216
2CB8,174
3B9O,880
2DLA,666
2CZ4,357
2O7T,199
3GUY,1840
1FEP,724
2NQT,704
1SP3,443
2YJG,872
2QYB,181
2XU0,487
4R9O,903
3BWH,245
3FYN,176
5CZC,656
5F18,256
1D3Y,602
3TX8,369
3RSB,784
1D2S,170
1TQ5,242
2R7D,1407
4ALZ,198
3BWW,307
4QMH,241
3VUP,702
1KT6,183
1W2W,1608
2C0N,203
5CWV,728
1J77,209
3NO3,238
1XSV,226
1F32,149
5DKX,951
4A15,620
4RM7,391
3KG0,384
4EBB,944
5EXH,47
3UH8,128
1IXH,321
2Z3Z,706
4P5X,315
4ZCN,261
3SRI,410
2PR7,274
3P0S,494
4M8O,1228
4TLW,611
1ZBO,420
3W4S,546
3I2K,587
4XZF,122
2I6T,606
3CPX,963
4PAG,648
3NIX,3368
3CAZ,588
3KTA,710
2Z14,133
3GO2,409
2XCB,294
3FZY,468
4PVK,500
5I9J,229
2HZ6,369
2J43,438
1KPG,1148
4MZV,248
1XJU,326
2QCP,80
2AEG,804
1NQJ,238
2V1Y,278
1VBK,614
3LLV,141
4O5P,1768
4NOG,884
2VDF,253
2HI0,480
4O3V,362
5ELB,1030
2HAL,218
3VHJ,172
4WXM,715
1F5N,592
1IDP,516
2AXC,264
3QFG,484
2ACF,728
4PAS,82
4GZK,659
3RLG,302
5CW5,1088
1DPG,970
4WRI,192
3UB2,146
4YZS,610
2WW6,81
4EYC,214
3B5O,244
1KQ3,376
3MN2,216
1CYW,205
1F2L,304
4GBM,323
1G55,343
3P6L,262
2Z5E,244
4PYR,305
3NRK,325
3IEZ,228
2ED6,2040
4TW5,1088
1TEX,1148
3QR7,230
2XVC,74
4B4U,606
4F35,1796
3IUP,758
4EYZ,492
4RG1,626
2WYH,1846
2R7R,1095
3DBG,934
3RL5,296
3NVS,450
1JEY,1174
4MF5,256
4QQ0,280
2YFK,836
4RWU,92
1WC2,181
3WS7,306
1YAC,416
2FCA,426
3CXJ,660
1MY7,228
4OSE,596
1H3O,302
4KMD,461
1Q42,201
3MP2,211
4BT7,257
3KYP,1158
2P8I,468
4P4W,192
2X4D,542
1KOE,172
1A6C,513
4CU4,727
2GFQ,894
1YLX,206
4L8I,230
1ZEL,596
4W6D,472
4GBF,800
3TZM,309
2YF4,924
3EGR,192
4PNO,72
4Q5G,208
4NSS,296
3Q1C,360
1ODF,290
3HRG,257
2UX8,2376
3ONH,127
3DQP,219
4XO1,60
3L6I,362
3QHP,332
5A1S,1792
3NET,930
4PSF,276
4LA2,396
3FWK,308
2OZT,332
4H61,350
1NZY,807
3MJO,592
5DTC,176
2ZMV,454
4QXL,120
3V5C,1568
4G3O,58
4XLT,133
1OKC,297
2XLK,382
1Q87,442
2V6V,312
2R2A,398
4K0N,243
1NG0,759
2INW,266
3CDL,406
3GGN,310
3VRH,310
3R4V,315
4K8W,129
1OKG,373
4HZI,588
3VHS,58
3CH7,266
2PN2,155
3K6C,950
4L8P,187
1A92,200
4BWV,566
4HZO,318
1LQT,912
2J9O,1192
1PP7,131
2NRH,438
3CWF,244
4PZJ,70
2P8R,273
3O60,370
4YNI,210
2FQ4,192
1JL0,668
4M6T,183
2FB6,117
2XJP,258
3EN8,128
3PB6,330
4EQS,874
2GFH,260
2X5F,860
1PKH,408
2QZU,491
3MXQ,608
2XFR,535
1I2K,269
3QC5,360
2QM8,674
5CS4,948
4V36,670
1EUW,152
3JUD,153
2V3G,283
3PZS,578
4BK0,222
2OWL,606
4ZHB,119
4WBE,360
1KPT,210
4ERN,289
3JQ1,962
5ET1,778
3FJV,388
4I6K,294
4HKH,1014
1WQ6,144
1WER,334
3DKQ,729
4OQ9,2385
3F08,292
3KMI,354
2YY8,402
1K7C,233
2XSG,1548
1ELW,252
3CNE,700
3ULB,242
5C14,424
3H4L,734
1YRE,788
5BU3,736
4HR3,415
1Y7P,669
4JGP,434
4CD5,419
1NMO,1482
4YZZ,734
2QSD,1496
3QYE,662
4Z0G,826
5BWJ,908
4ETN,184
2FVY,309
3RMQ,116
3S44,399
3UFI,297
4G3H,1320
1VKE,798
5A7Z,269
4A20,98
4X9R,243
4QUV,854
1VBW,68
3DFF,273
4CLQ,457
3FH3,316
5EVC,536
1CG2,1572
2GXF,568
2DXA,166
3EMI,116
4JD9,854
1F0X,1142
4YLM,293
2HX1,1136
2BMO,641
4FYB,482
3K25,578
4MBY,2780
4C47,621
4A1R,596
3A2E,432
1XS0,408
1NLF,837
2CW9,194
2D5M,190
2EAQ,90
3M1X,148
4DIK,820
3SZP,582
1GSA,316
2FIP,690
1YKI,868
3OOQ,3960
5EWN,750
3S06,332
3JXP,321
3BOQ,320
3I4G,528
3MBK,528
4EQL,1162
3LLP,986
4ZRS,612
3VV1,320
2OVJ,201
2E0Z,1035
4ZA1,453
4ONQ,714
1WBH,642
3Q9I,80
3KHI,267
4Z4K,584
3M2T,718
2ILK,160
1VPB,451
2Y39,118
2RA1,412
4LYP,898
2X8T,942
1HYO,842
3GRA,404
2EX2,458
1J7X,302
3CYM,440
2OVS,236
3DTY,1592
4I5T,666
3E0R,976
4MEA,662
3BQK,360
4YO3,1884
3M33,452
3AQ2,414
3CK6,1260
4DAD,146
1SQH,312
4HCJ,177
3D2L,972
1Q0P,223
3CJJ,219
3SBS,363
3LB6,1024
2QED,258
2R01,210
4AB5,444
3DWC,2020
3BID,512
4PEU,313
3H7J,486
1ZT3,80
4AFF,116
3AKJ,650
4BGP,236
4WER,303
1RI5,298
3D1C,369
3N3M,684
4OJU,592
2R39,118
3C37,506
3DM8,143
1OV9,100
4W8Q,242
1O5L,213
3MKC,394
3T4R,81
3F1I,252
3S5B,498
5AFW,186
3R2P,185
3WMT,1044
1GV9,260
3HP7,291
4BQ2,3000
4Q86,4688
4XZ6,678
2XDP,123
2HZM,2116
3BFQ,147
3NOH,139
4CCW,299
4N06,694
3R5T,305
4A37,776
3MFI,520
2YVQ,143
2D0B,310
3N17,333
2FIY,618
4PED,393
1Z54,528
4KAV,335
4HA7,498
4ZGM,153
4HLB,115
4P3V,90
3F7F,2916
2IA1,356
3CJY,259
4YDD,3696
4ABL,183
3R72,122
4JIM,1118
1J5U,136
3K6Q,556
4EPZ,162
3MJE,992
3QY7,262
4DVZ,569
2PJU,900
2DCH,216
2IA7,134
5A7G,532
4MHC,826
2GSC,640
2PPQ,322
3GAA,1260
3NX4,648
3DHX,212
3RPD,714
4GL6,494
4DVQ,5796
3AAG,582
3U50,172
1G2Y,128
1Y0U,192
4ZLD,155
3IG5,692
3OBH,164
3U2A,129
1TGG,102
2GB3,2454
2IJ2,940
3H4C,260
1GA6,375
3OKX,338
3LKM,307
1OQJ,194
3H8V,584
3EEQ,672
4CXP,269
1JUV,193
4NG0,291
1TQG,105
4L4E,415
4U1E,532
4R7Q,222
4-Nov,345
2Z69,462
4ZMI,235
3TG2,223
3BRV,236
2IQC,210
4AFM,134
2GK4,464
2NXP,1248
1YHT,367
3HFI,170
3RS1,244
3T94,1620
2CVD,792
3VFZ,172
1J6R,428
2BOL,628
3I2D,371
4AE4,236
3F8M,496
4IIW,698
4LXQ,548
2XTY,434
4K7H,3875
1XV5,401
3R44,517
2J0A,280
1DUN,134
3LYX,248
4N77,248
2GHT,378
1CFR,285
4RXI,324
3BUU,458
3W5F,1436
4MXT,190
4KTY,1494
2UVP,744
4Q2S,143
1GNY,153
3UCP,874
4XPL,163
4GYO,756
4RCJ,191
2QSK,95
4DTH,396
3BE3,182
3MTV,203
4ERC,300
16VP,366
3L15,462
4R2X,1512
4MVT,1496
2HX0,154
3FKA,480
1CS0,5820
3N91,323
2XI7,736
1IJV,72
4KM6,208
4RGD,140
5DLE,452
2H1T,376
3A0Y,304
4QPM,712
2WE5,930
2XCI,1496
4HNE,768
5CL8,241
3L22,441
2O8P,227
4X84,924
4N0T,374
2ICS,379
1XPP,460
4EP4,332
1VHK,1072
4UUL,682
3GUW,1044
2UYO,310
3KKG,146
3BH1,2028
5FTB,433
3MFN,628
2XOC,522
4I1M,906
3WVA,340
4YMR,288
4Y5J,248
4PON,400
4ZSF,272
3D06,200
3B42,270
1VKW,218
4QTN,732
1HF2,840
5FNO,1210
1N81,186
2ECE,462
2A26,150
1O22,170
2EV1,444
3ESH,840
2BUE,202
4XDN,843
2ERF,209
1RKT,410
3PC7,176
1I7D,659
3AGX,362
3JZ9,197
3MER,404
3IBH,233
2XHA,386
1OGQ,313
4LRL,1920
3UGF,1092
2B2A,597
3I96,357
4UHC,282
1STZ,1014
3SDB,680
2VTW,1230
4A97,3070
4FHZ,285
1L8D,224
3Q87,295
3HIM,422
3CTP,660
2GPE,208
4XZA,964
3U01,104
3QSJ,232
3FW2,600
2JD3,260
1PSR,200
3E0H,158
4XDX,70
4XCV,320
3VVV,123
2C3V,204
3CLW,3042
4NZK,353
4RLC,175
3ZDS,5196
1U7K,786
2PIA,321
2C0G,496
2.00E+67,1584
3C24,572
4XOT,597
4H3W,660
3V4G,180
2BKY,372
2.00E+11,1064
4WZ8,1538
5BXY,316
2E2E,354
2Q18,293
1H4A,173
1JU2,1072
3LUL,544
4OL8,1912
4ZA6,384
3HKM,738
4H5I,730
4WHS,1314
2QXF,482
4FP5,490
3HCY,302
3F9X,704
3LWT,505
2CJ4,300
3GOE,82
3I7J,560
1KCM,270
1QV9,849
4UWW,132
3SON,298
2XOL,352
3S6P,2588
3VI6,125
4RI2,424
3PR6,162
1VK4,298
3FAC,944
2DF7,9160
3B59,1860
1K7J,206
3BKW,486
1C4Q,345
4KFU,848
2DPM,284
4WJW,857
1XMT,103
3MXO,404
2X3G,119
3ZF0,204
5D23,102
3PCV,156
2VQG,891
3GWB,868
5HDT,2255
2FSR,195
4MLM,392
3LWX,199
1P3Y,194
3KZT,286
4E1H,72
1P0H,318
4YSE,1026
1P9G,41
4WHN,732
3MNM,369
3PT5,337
1Q33,292
4IM6,206
4LD1,184
2V8I,543
5CHX,428
2QPX,376
7ODC,424
1I5P,633
1JYE,349
3KEV,199
2BSJ,266
3VU1,1012
2FT0,470
2D59,144
5CZZ,1056
2ANE,1000
3G4E,594
2GJ3,240
1JKE,580
3TZG,504
4GCN,254
3VX3,496
5DOC,406
3W1O,238
3AQO,916
3ACX,293
2I10,404
4IN0,296
3Q2I,354
4EVY,332
3CT8,146
5BP9,281
4J27,900
3LLC,270
3KXR,205
3MDU,453
3U26,234
2P3P,414
5ICU,102
1XGK,352
5AIG,250
3KB9,382
5BXA,416
2ZXY,87
2NSF,261
3DKA,310
2PPX,99
4CRU,531
1YCD,486
3DLM,213
4TJV,165
3VNY,488
2GAX,270
4I90,303
4GUC,240
1UV7,220
1J5Y,187
1RO7,1036
2W2R,228
1FN9,730
4O93,728
3C8G,688
4MR0,1296
1F00,282
5BMT,478
4L77,796
2GM3,1050
3NZL,83
2ZAY,294
2CA5,170
2B97,142
5C5C,481
3C70,257
2DDR,1224
4PMO,468
3WHJ,122
1UFI,256
2P6R,702
3ZFP,148
3BM7,115
1D4O,184
3C8V,1984
3SWH,682
3OAE,2140
4ADN,444
3BJD,996
1ZS9,261
2P0B,163
2NSM,439
1JFM,870
3ZPX,916
2RAA,204
1ZUP,630
4GHN,393
1EZJ,115
4L3T,2028
3C19,186
3FH1,129
3F0H,376
4E4R,331
3BJ6,304
1HY5,272
3LDU,385
1ZVA,77
1TIQ,360
4PBD,110
1B63,333
4NIQ,212
3CKK,235
4ZDJ,587
4R0C,1968
3FGX,228
4S3J,1299
3ERV,236
4EIC,93
2O0Q,115
2BOG,286
2D81,318
1FTR,1184
4H0A,646
3PVK,342
4A2L,4770
1IKT,120
5CPH,424
2CJA,1044
3HTR,240
3LAX,109
2WQK,502
2Y8U,460
2JDA,290
3WZS,163
3SXM,280
2JKU,94
3MSE,180
4B9G,322
4RAX,252
4ZC4,648
3FPF,596
1Q8B,105
4QPT,215
1VJV,415
3RG8,1272
2VOU,1191
2J8G,339
1J0P,108
4RYO,181
3BCV,480
5E4G,109
3PL2,1276
4GAI,306
1YTL,696
2ZT5,693
2JDJ,210
2HVW,552
2YQZ,526
4H27,364
2XU3,220
2F62,322
2FZP,144
2YGU,1000
3SD7,240
3CMB,1132
3A38,83
3DSK,990
4KWD,1256
1U8S,384
2C2I,302
4KXF,8192
4HVM,1972
3ORJ,439
3D2Q,280
3S5W,926
3F6K,698
1N35,1267
2OAI,94
4WCK,439
4TKB,133
4IKN,267
2V9V,135
4WBJ,328
2JGP,520
4Y6X,498
1EI9,279
3B64,112
2ZYR,968
2GOM,122
4V28,380
2RK9,290
3NKG,348
5CV0,384
4CNN,504
5I1U,670
5A1I,395
3GJY,317
1Q3I,214
1MGT,174
3T5X,273
3IVE,509
3RLK,192
5DTL,2712
2HCF,234
3BG2,888
2QFE,148
2NXV,498
1LW7,365
3PF7,962
2QHB,172
4H08,200
1I0R,338
3N10,358
3GPI,286
3S4L,244
3LDC,82
3QW9,352
5DH0,618
3KEY,185
2P0T,176
3R7F,912
1M5I,125
3BT5,177
2JHF,748
3K12,732
2I5E,422
2YYS,572
3SPE,590
3MSW,145
1SBX,106
5BO7,646
4HTU,268
2NYV,222
1JHJ,171
4R7K,764
4OZU,394
4CNG,510
5D7U,116
2OB0,510
4W78,1220
3IQ0,660
4LBA,274
4H4N,67
4L9N,290
4DGU,494
2E3N,255
1N1F,159
5AL6,49
4IWX,320
3BS6,560
2FJR,378
4YPN,293
2QZB,332
2G8L,598
3RST,1920
4ES1,100
4AXV,243
4I1F,325
3ELE,1592
4LB8,290
4O7J,326
4EUN,200
1YT3,375
3V0R,133
3E5X,1000
5AOX,358
2Q07,306
1TC3,51
3LMA,1388
1DYN,250
4X5P,160
3VEN,576
4ES8,640
4A5S,1480
2YGN,156
4EGU,238
3A76,528
2HQ9,298
4O1I,690
4HGU,40
4YX1,140
1R8G,744
3EDP,472
2ASB,251
2W4Y,366
4L4Q,1620
1T0B,2016
2EFV,92
5D61,298
3WIS,199
4PWS,289
2QRL,394
2DKJ,814
2OZE,298
1VR8,142
1CFB,205
4RMO,1240
3NAT,328
3DXE,350
1G8E,232
1K0I,394
4OGD,930
2VVM,990
4KWY,280
3IJ6,1248
3L51,327
3BFM,235
2PJD,343
3BBZ,98
2H5C,198
3IRP,429
2I00,2436
4NBP,132
3D03,1644
1S98,214
3VGI,319
3EC4,456
1O69,788
4R52,174
1ALU,186
5DQQ,723
1MPG,564
4O5J,461
5A0R,406
3APS,244
4TX4,166
4LOX,302
1P1X,520
2CO3,274
2Z4S,440
4FZP,164
3SCY,361
3NSX,1332
2Q7S,580
2J4O,401
4CHD,162
2Q4O,430
4FNV,702
1H21,988
3U9R,555
3ORU,234
3D9N,318
3UC7,132
2O0J,385
1QZZ,374
3CEC,104
4Q5W,366
3IUK,1124
2HS5,239
2OPL,374
2WX3,153
2NUT,1718
2HIQ,226
2OUG,648
4ZBG,172
4O5A,345
3P9Y,820
4UEY,459
3ULT,266
4KT3,314
4TXW,173
4YY2,412
3NOQ,462
3Q3Q,565
2A15,139
1SDI,213
3LFT,590
2PNL,2030
4RAJ,247
1BXE,113
3HL6,450
3X02,786
2V0X,470
3KVP,432
3NBC,296
3NY3,79
3JU3,118
3ORG,2528
2JE6,778
1U2Z,1299
5H89,976
4YHS,354
4JV8,152
4R4X,546
4OIE,185
2WLV,288
3IH6,1182
4GZ1,512
1JFB,404
1B3T,294
1W53,84
4JL5,406
3K1H,158
2PRT,119
3IL0,262
4PHR,277
3L9F,816
1OFT,644
1R7A,1008
1J3W,652
3RH0,296
3GP4,284
1F2T,297
3WFS,1024
1WLZ,420
2WXF,940
4AE7,220
3DCL,1420
4DAM,1536
4LGQ,560
3LWC,119
4Q2G,580
2CZL,272
4G6X,155
3A09,490
3L81,308
3BOD,178
2CH7,618
3MT5,726
2ZZJ,238
2FEA,472
2HZC,87
3RD5,291
4LGC,539
1I4W,353
4B8E,390
4HHJ,635
3FBQ,292
1EQ2,3100
2QNU,452
4IQZ,1250
3KK7,1082
3A02,60
1RKQ,564
1FT5,211
4LUP,212
3KGY,462
4ISB,1082
3SRE,355
2NOG,346
4M8A,216
3HMS,101
3V0D,678
2FE5,94
3O53,634
3LHS,296
4HTG,320
4JEJ,244
3E7Q,430
5IO9,212
3UN6,341
2H7O,303
4KZS,285
3T47,162
3BN7,120
2RFV,398
3IRU,554
1FUK,165
5.00E+16,143
4O06,106
4Z0W,46
5FYA,628
3H9M,436
4W8K,646
4QQR,602
3M31,388
1W1H,604
3B0G,591
2ZB6,481
3AEK,1924
3ROF,165
4R9I,378
3K69,162
3FRH,253
3NB2,2452
5HZO,470
3BLZ,1536
3N8B,196
2O5N,638
3HBC,320
5DJH,288
3C7X,196
5IDV,279
4XR9,912
3KDF,506
3GMX,308
3S64,87
4A5Z,652
2WKB,750
4BFG,216
2NN5,184
3W20,546
1HZ6,216
1S9U,207
4N5X,199
1XQB,494
3DZA,764
2BLN,610
1BYZ,52
2P97,402
4LX2,418
3TEB,532
4LVF,1002
2F1F,328
4OSN,129
4UYI,152
3ZVS,480
4ZO2,588
3K6O,448
3QE7,429
3U66,183
4MT2,62
4PE3,345
1WM1,317
4LVI,198
1QWO,442
5AX6,492
3TUO,420
4DDP,210
3R87,135
3FJ1,1376
3TUF,442
2ANX,292
4U5Q,956
4ZJF,688
1R89,437
3DC7,696
4WZR,1052
4TS4,318
3R5G,396
3CO5,286
4KH8,318
2ONF,280
3N7X,329
4DPB,99
3A1J,810
3S51,5232
4N7W,614
3COQ,178
5AJG,329
4R5O,1708
1SEF,274
3P51,160
1NTY,311
4Y04,720
1H12,405
1P3H,1386
1WR2,238
4OCI,146
1HX6,1182
3D37,762
2YHG,437
3L4E,206
2YH9,264
2Y7P,218
4AEE,1392
3UPS,136
5CYW,152
4PJR,303
3POW,265
3QF2,220
2D7E,420
1J4A,1332
3LXQ,900
4MN9,176
3ZGJ,742
3CKD,936
2HC8,113
1IN0,326
1G3K,522
4KNH,1922
2VDJ,301
3SJM,128
1W6S,1346
3GHM,410
3ZX7,309
3G74,800
3B8L,978
5COZ,358
2QVG,143
1WPN,376
4U5H,720
3ADR,522
1S3L,380
1VP7,600
3S8S,110
1DS1,324
5DVI,838
2HXR,476
4V00,732
4F7H,173
3E7K,448
3SAM,1728
3LET,628
3OXH,282
3EGL,831
1V9Y,334
1OAI,68
2PHP,768
4IGT,263
2PYQ,456
4KKU,1184
3H9P,747
3ANW,359
2E6X,276
3PJZ,988
4IYM,8336
2AXW,268
4L2I,609
2OJW,1920
4ESW,684
2ZE7,253
4BG7,204
2DYO,354
3IFJ,278
5E6X,280
1VI1,690
4LVP,127
4JOB,396
3GA4,178
4X33,396
1JG1,235
4B1Y,408
1NP6,348
3N2W,1492
1P6O,322
3FEU,185
2Z5B,330
2Z0X,158
2PQX,245
3L6T,604
2NLY,245
3F8D,1292
3B40,417
5CVW,153
2ZU9,788
3MNF,250
2HWJ,1230
1PW4,451
4XEM,475
1AHO,64
4R23,964
2NS0,85
4EQP,143
2OLR,540
3BHW,418
4BH6,3024
4IL7,166
3BMV,683
3HRP,409
3OM0,393
2F0C,573
4EBY,212
3LIF,508
2GFO,396
1VZJ,350
3L6B,346
1XO0,648
4YOR,458
1YNB,519
3GF6,448
3RGA,283
3HWU,147
3BWX,285
3H05,354
1SHU,182
2PD2,216
3T7Z,119
3AJ1,1336
2BPA,638
4NF1,1200
3NUT,1004
3EY5,181
5I45,218
4FDW,401
3MCS,438
2QML,198
4ZOT,168
3VZ9,179
1UTE,313
1O66,1375
3RZI,924
1Z67,135
1XOD,236
4UON,316
5C5Z,274
2H6R,1752
3G9M,180
2R2C,366
3VUE,536
4TZ1,549
3M7K,142
4GDI,2238
5AJI,2002
2DDF,514
2ERV,300
5D0Y,368
4U8F,440
4JZA,1650
3TXS,376
3MJQ,252
2PVB,108
2AAL,786
4UAB,694
1FSG,466
3T7L,90
2H5N,532
1TUL,108
4F1V,381
3QGU,898
1IAM,185
2A35,430
3Q7M,376
4BN4,284
3UUL,236
4P8N,960
3Q6V,466
2C60,111
2XVS,166
2FUP,157
3L7N,236
1XM7,390
4RU3,221
1UOY,64
5FC1,433
2FBI,142
4QYB,250
1WV9,188
1H30,422
1EGW,308
4NZD,657
4HY3,1460
1UNQ,125
4GQO,1299
1Y93,159
4JDE,290
3TM8,656
1L2P,61
1DMG,225
2V3I,434
1KQP,542
1NNL,450
2JC9,555
2X12,696
3JUI,182
4HR1,252
4JE1,350
3T9N,1974
2Y53,1068
2XSE,170
2JJU,254
4LJI,282
4HN7,88
5C12,278
4X2H,396
3JQY,756
4N6Q,200
3BA3,290
3U64,301
4RU8,1256
2Q46,506
2JFK,1732
4LOW,178
3V2U,1916
3CRR,323
2O71,115
1NU0,276
1PUI,420
3UR8,646
4IPS,395
1KAE,868
1HJ6,416
4DNY,126
2OWN,524
2E7V,121
2YNA,612
4NKP,592
3CWX,528
1A1X,108
3GNA,96
2WUQ,636
3DEV,640
2BB3,442
4XGQ,864
3OGN,248
2FM9,215
3FL2,124
4LYY,796
4G54,258
3PV7,248
5BY4,110
4RHO,518
1PDO,135
1MZ9,225
4W6T,231
3LYH,252
4B62,157
1KNG,156
1Q35,320
3I2V,127
4KIA,167
1XNF,550
3JTM,351
3BB0,609
3H3I,450
4M88,357
4GJZ,235
5CGO,46
4WOL,99
2QWW,1232
2IKS,586
3QBM,398
2F8Y,446
4EDH,426
3ZRX,230
4J6O,528
4PH8,312
4EYS,346
2DOK,372
1X35,804
3FZE,196
2XVL,1020
4X2R,250
2RBC,343
4B0Z,458
3R62,258
3E4W,640
4TRK,291
3HLX,516
4QAK,354
3DB7,127
5CJ1,808
3BL4,248
1RF6,1708
4RLE,117
1TU1,296
2NZL,392
1EVL,1604
4OVJ,418
4I6R,164
2F01,254
2WW5,468
3ONT,152
4CFS,1148
2PCS,162
5DP2,342
4G6H,1004
2OAJ,902
4XRW,329
1J8B,112
2FIA,324
3H6E,964
2HYJ,200
3KJH,254
4JRL,356
1XBI,120
3QSZ,378
3EIP,168
4UNU,222
4V1S,792
2HL7,84
3BIQ,467
4L7A,542
2QY6,514
3GNJ,444
4GC3,284
2C6U,122
3L0Q,1108
3KLJ,385
4PV6,2592
4NUZ,899
3GYC,786
4OU0,73
3EOJ,366
3CRA,530
3V53,595
1TWU,139
3D55,364
3RMH,298
1VMB,140
3ILS,265
1XAK,83
3HNO,1676
2O7R,338
2I6V,87
3K6M,1924
4QPG,675
3NEK,476
1QD1,650
3VNR,544
4EBR,338
4CPC,1336
2CXY,125
4ZFV,894
4TZM,538
4L5E,46
1V58,482
3K8P,1066
1AYO,260
3SWY,138
3NRE,1164
2EPL,627
2Z0J,1896
3G0M,141
2WB7,1052
4IGI,203
3R4Q,800
3ITW,274
2ZS0,574
3QX1,168
2I79,1032
2YVI,111
4YMY,174
1GHE,354
2Q03,276
5A99,248
2UZ0,1052
3CWN,674
3IJD,630
3H4X,339
4M7T,270
3IJM,302
1XOV,326
3FPP,682
3KTC,666
5EYR,228
3PFO,866
3CJL,176
3NI3,144
1WNH,225
1MWW,384
2YAV,1908
2O57,1188
4YRD,718
4I4O,292
2A9U,288
3PL0,508
1YLM,288
3FDH,499
2BK8,97
3NG7,431
3N79,192
1AOL,228
2O9U,97
4BOC,1088
2Z0Q,352
2G6T,612
4AJ5,3150
4MCO,1035
1US0,316
3IG9,312
3VSN,659
